school_id,school_name,latitude,longitude,coord_status,coord_rejection_reason,region,old_region,division,province,municipality,barangay,esc_participating,shsvp_participating,jdvp_participating,enrollment_status,school_management,annex_status,offers_es,offers_jhs,offers_shs,shs_strand_offerings,psgc_region,psgc_region_name,psgc_province,psgc_province_name,psgc_municity,psgc_municity_name,psgc_barangay,psgc_barangay_name,psgc_observed_barangay,psgc_validation,urban_rural,income_class
401833,"Saint Francis of Assisi College, Inc.",14.42522,120.97009,valid,,Region IV-A,Region IV-A,Bacoor City,CAVITE,BACOOR,BAYANAN,1,1,0,active,Non-Sectarian,Standalone School,True,True,True,"ABM,GAS,HUMSS,STEM,TVL",0400000000,Region IV-A (CALABARZON),0402100000,Cavite,0402103000,City of Bacoor,0402103004,Bayanan,0402103004,psgc_match,U,1st
401834,St. Jerome Emiliani Institute Inc.,14.3979085485411,120.972677108809,valid,,Region IV-A,Region IV-A,Bacoor City,CAVITE,BACOOR,MOLINO V,1,1,0,active,Sectarian,Standalone School,True,True,True,"ABM,STEM",0400000000,Region IV-A (CALABARZON),0402100000,Cavite,0402103000,City of Bacoor,0402103048,Molino V,0402103048,psgc_match,U,1st
401836,St. John Fisher School,14.388521,120.981493,valid,,Region IV-A,Region IV-A,Bacoor City,CAVITE,BACOOR,MOLINO III,1,1,0,active,Non-Sectarian,Standalone School,True,True,True,"GAS,HUMSS",0400000000,Region IV-A (CALABARZON),0402100000,Cavite,0402103000,City of Bacoor,0402103046,Molino III,0402103046,psgc_match,U,1st
401840,St. Matthew Academy of Cavite,14.45586,120.95668,valid,,Region IV-A,Region IV-A,Bacoor City,CAVITE,BACOOR,NIOG I,1,1,0,active,Non-Sectarian,Standalone School,True,True,True,"ABM,GAS,HUMSS,STEM,TVL",0400000000,Region IV-A (CALABARZON),0402100000,Cavite,0402103000,City of Bacoor,0402103083,Niog,0402103083,psgc_match,-,1st
401842,St. Michael's Institute,14.4602887762702,120.939454421718,valid,,Region IV-A,Region IV-A,Bacoor City,CAVITE,BACOOR,TABING DAGAT,1,1,0,active,Sectarian,Standalone School,True,True,True,"ABM,GAS,HUMSS,STEM,TVL",0400000000,Region IV-A (CALABARZON),0402100000,Cavite,0402103000,City of Bacoor,0402103086,Poblacion,0402103086,psgc_match,-,1st
401844,"Immaculate Conception International Education Systems, Inc.",14.815757,120.911867,valid,,Region III,Region III,Bulacan,BULACAN,BALAGTAS (BIGAA),PANGINAY,0,1,0,active,Sectarian,Standalone School,False,False,True,"ABM,GAS,HUMSS,STEM,TVL",0300000000,Region III (Central Luzon),0301400000,Bulacan,0301402000,Balagtas,0301402007,Panginay,0301402009,psgc_mismatch,U,1st
401845,St. Peregrine Institute,14.271728,120.554656,valid,,Region IV-A,Region IV-A,Bacoor City,CAVITE,BACOOR,BANALO,1,1,0,active,Non-Sectarian,Standalone School,True,True,True,"ABM,HUMSS,STEM,TVL",0400000000,Region IV-A (CALABARZON),0402100000,Cavite,0402103000,City of Bacoor,0402103089,Sinbanali,,psgc_no_validation,-,1st
401846,St. Therese of Lisieux School,14.4504320516979,120.959485188548,valid,,Region IV-A,Region IV-A,Bacoor City,CAVITE,BACOOR,MOLINO I,0,0,0,active,Sectarian,Mother School,True,False,False,,0400000000,Region IV-A (CALABARZON),0402100000,Cavite,0402103000,City of Bacoor,0402103014,Molino I,0402103083,psgc_mismatch,U,1st
401848,"St. Thomas More Academy, Inc.",,,no_coords,out_of_bounds,Region IV-A,Region IV-A,Bacoor City,CAVITE,BACOOR,MOLINO III,1,1,0,active,Sectarian,Mother School,True,True,True,"ABM,STEM",0400000000,Region IV-A (CALABARZON),0402100000,Cavite,0402103000,City of Bacoor,0402103046,Molino III,,psgc_no_validation,U,1st
401849,"St. Thomas More Academy, Inc. - Branch",14.37352,120.97886,valid,,Region IV-A,Region IV-A,Bacoor City,CAVITE,BACOOR,MOLINO IV,0,0,0,active,Sectarian,Annex/Extension School,True,False,False,,0400000000,Region IV-A (CALABARZON),0402100000,Cavite,0402103000,City of Bacoor,0402103047,Molino IV,0402103047,psgc_match,U,1st
401853,"Statefields School, Incorporated",14.39,120.98,suspect,round_coordinates,Region IV-A,Region IV-A,Bacoor City,CAVITE,BACOOR,MOLINO III,1,1,0,active,Non-Sectarian,Standalone School,True,True,True,"ABM,HUMSS,STEM",0400000000,Region IV-A (CALABARZON),0402100000,Cavite,0402103000,City of Bacoor,0402103046,Molino III,0402103046,psgc_match,U,1st
401854,STI College - Balagtas,14.823,120.9009,valid,,Region III,Region III,Bulacan,BULACAN,BALAGTAS (BIGAA),PANGINAY,0,1,0,active,Non-Sectarian,Standalone School,False,True,True,"ABM,HUMSS,STEM,TVL",0300000000,Region III (Central Luzon),0301400000,Bulacan,0301402000,Balagtas,0301402007,Panginay,0301402003,psgc_mismatch,U,1st
401855,STI College - Baliuag,14.955877,120.900966,valid,,Region III,Region III,City of Baliwag,BULACAN,BALIUAG,BAGONG NAYON,1,1,0,active,Non-Sectarian,Standalone School,False,False,True,"ABM,GAS,HUMSS,STEM,TVL",0300000000,Region III (Central Luzon),0301400000,Bulacan,0301403000,City of Baliwag,0301403001,Bagong Nayon,0301403014,psgc_mismatch,U,3rd
401857,Theos Higher Ground Academe,14.3788606,120.9704647,valid,,Region IV-A,Region IV-A,Bacoor City,CAVITE,BACOOR,MOLINO IV,0,0,0,active,Non-Sectarian,Standalone School,True,False,False,,0400000000,Region IV-A (CALABARZON),0402100000,Cavite,0402103000,City of Bacoor,0402103047,Molino IV,0402109085,psgc_mismatch,U,1st
401858,"Theresian School of Cavite, Inc.",14.448272,120.945934,valid,,Region IV-A,Region IV-A,Bacoor City,CAVITE,BACOOR,HABAY I,1,1,0,active,Non-Sectarian,Standalone School,True,True,True,"ABM,HUMSS,STEM,TVL",0400000000,Region IV-A (CALABARZON),0402100000,Cavite,0402103000,City of Bacoor,0402103008,Habay I,0402103008,psgc_match,U,1st
401859,STI College - Sta. Maria,,,no_coords,no_submission,Region III,Region III,Bulacan,BULACAN,SANTA MARIA,POBLACION,0,0,0,active,Non-Sectarian,Standalone School,False,False,True,"ABM,GAS,HUMSS,STEM,TVL",0300000000,Region III (Central Luzon),0301400000,Bulacan,0301423000,Santa Maria,0301423016,Poblacion,,psgc_no_validation,U,1st
401860,University of Perpetual Help System - DALTA,14.39559,120.97761,valid,,Region IV-A,Region IV-A,Bacoor City,CAVITE,BACOOR,MOLINO III,1,1,0,active,Non-Sectarian,Standalone School,True,True,True,"ABM,Arts and Design,HUMSS,STEM,TVL",0400000000,Region IV-A (CALABARZON),0402100000,Cavite,0402103000,City of Bacoor,0402103046,Molino III,0402103046,psgc_match,U,1st
401861,"Victorious Christian Montessori College, Inc.",14.42337,120.95499,valid,,Region IV-A,Region IV-A,Bacoor City,CAVITE,BACOOR,MAMBOG I,1,1,0,active,Non-Sectarian,Standalone School,True,True,True,"ABM,HUMSS,STEM,TVL",0400000000,Region IV-A (CALABARZON),0402100000,Cavite,0402103000,City of Bacoor,0402103013,Mambog 1,0402103082,psgc_mismatch,U,1st
401863,"Woodridge College, Inc.",14.4123,120.9849,valid,,Region IV-A,Region IV-A,Bacoor City,CAVITE,BACOOR,MOLINO VI,1,1,0,active,Non-Sectarian,Standalone School,True,True,True,"ABM,HUMSS,STEM",0400000000,Region IV-A (CALABARZON),0402100000,Cavite,0402103000,City of Bacoor,0402103049,Molino VI,0402103049,psgc_match,U,1st
401864,ABE International College of Business and Economics-Cabanatuan City,,,no_coords,no_submission,Region III,Region III,Cabanatuan City,NUEVA ECIJA,CABANATUAN CITY,SANGITAN,0,0,0,active,Non-Sectarian,Standalone School,False,False,True,"ABM,HUMSS,STEM,TVL",0300000000,Region III (Central Luzon),0304900000,Nueva Ecija,0304903000,City of Cabanatuan,0304903077,Sangitan,,psgc_no_validation,U,1st
401865,"Young Shepherd's School, Inc.",14.43457,120.97423,valid,,Region IV-A,Region IV-A,Bacoor City,CAVITE,BACOOR,SAN NICOLAS II,0,0,0,active,Non-Sectarian,Standalone School,True,True,False,,0400000000,Region IV-A (CALABARZON),0402100000,Cavite,0402103000,City of Bacoor,0402103064,San Nicolas II,0402103064,psgc_match,U,1st
401866,"AMA Computer College-Cabanatuan City, Inc.",,,no_coords,no_submission,Region III,Region III,Cabanatuan City,NUEVA ECIJA,CABANATUAN CITY,BITAS,0,0,0,active,Non-Sectarian,Standalone School,False,False,True,"ABM,HUMSS,STEM,TVL",0300000000,Region III (Central Luzon),0304900000,Nueva Ecija,0304903000,City of Cabanatuan,0304903016,Bitas,,psgc_no_validation,U,1st
401867,"Carmona Christian School, Inc.",14.311136,121.061782,fixed_swap,,Region IV-A,Region IV-A,Cavite,CAVITE,CARMONA,MADUYA,0,0,0,active,Non-Sectarian,Standalone School,True,True,False,,0400000000,Region IV-A (CALABARZON),0402100000,Cavite,0402104000,City of Carmona,0402104010,Maduya,0402104010,psgc_match,U,2nd
401869,"Colegio de San Jose of Carmona, Cavite, Inc.",14.31421,121.0573,valid,,Region IV-A,Region IV-A,Cavite,CAVITE,CARMONA,BARANGAY  6 (POB.),0,0,0,active,Non-Sectarian,Standalone School,True,True,False,,0400000000,Region IV-A (CALABARZON),0402100000,Cavite,0402104000,City of Carmona,0402104017,Barangay 6 ,0402104017,psgc_match,R,2nd
401870,"Zion Academy of Carmona, Inc.",14.3105418,121.0429061,valid,,Region IV-A,Region IV-A,Cavite,CAVITE,CARMONA,MABUHAY,0,0,0,active,Non-Sectarian,Standalone School,True,True,True,"ABM,HUMSS",0400000000,Region IV-A (CALABARZON),0402100000,Cavite,0402104000,City of Carmona,0402104009,Mabuhay,0402104009,psgc_match,U,2nd
401871,"College for Research & Technology of Cabanatuan, Inc.",15.4891957,120.9670382,valid,,Region III,Region III,Cabanatuan City,NUEVA ECIJA,CABANATUAN CITY,NABAO (POB.),0,1,1,active,Non-Sectarian,Standalone School,False,False,True,"ABM,GAS,HUMSS,STEM,TVL",0300000000,Region III (Central Luzon),0304900000,Nueva Ecija,0304903000,City of Cabanatuan,0304903087,Nabao ,0304903088,psgc_mismatch,R,1st
401872,"Midway Colleges, Inc.",15.49743,120.97613,valid,,Region III,Region III,Cabanatuan City,NUEVA ECIJA,CABANATUAN CITY,BITAS,0,1,0,active,Sectarian,Standalone School,False,True,True,"ABM,HUMSS,Maritime,STEM,TVL",0300000000,Region III (Central Luzon),0304900000,Nueva Ecija,0304903000,City of Cabanatuan,0304903016,Bitas,0304903016,psgc_match,U,1st
401873,"Our Lady of Fatima University-Nueva Ecija, Inc..",15.458181,120.948077,valid,,Region III,Region III,Cabanatuan City,NUEVA ECIJA,CABANATUAN CITY,SUMACAB ESTE,0,1,0,active,Non-Sectarian,Standalone School,False,False,True,"ABM,HUMSS,STEM",0300000000,Region III (Central Luzon),0304900000,Nueva Ecija,0304903000,City of Cabanatuan,0304903094,Sumacab Este,0304903094,psgc_match,U,1st
401876,ACLC College of Mabalacat,15.180746,120.586119,valid,,Region III,Region III,Mabalacat City,PAMPANGA,MABALACAT CITY,DAU,0,1,0,active,Sectarian,Standalone School,False,False,True,"ABM,GAS,HUMSS,TVL",0300000000,Region III (Central Luzon),0305400000,Pampanga,0305409000,Mabalacat City,0305409008,Dau,0305409008,psgc_match,U,1st
401878,"Clark College of Science and Technology, Inc.",15.10341,120.35132,valid,,Region III,Region III,Mabalacat City,PAMPANGA,MABALACAT CITY,DAU,0,1,0,active,Non-Sectarian,Standalone School,False,False,True,"ABM,GAS,HUMSS,STEM,TVL",0300000000,Region III (Central Luzon),0305400000,Pampanga,0305409000,Mabalacat City,0305409008,Dau,0307101026,psgc_mismatch,U,1st
401883,"ABE International College of Business and Accountancy-Malolos, Bulacan",14.851,120.815,fixed_swap,,Region III,Region III,Malolos City,BULACAN,CITY OF MALOLOS  (Capital),CATMON,1,1,0,active,Non-Sectarian,Standalone School,False,False,True,"ABM,GAS,TVL",0300000000,Region III (Central Luzon),0301400000,Bulacan,0301410000,City of Malolos ,0301410021,Catmon,0301410021,psgc_match,U,1st
401884,"Beaulah Land Integrated System School Phils., Inc.",14.349038,120.972169,valid,,Region IV-A,Region IV-A,Dasmarinas City,CAVITE,CITY OF DASMARIÑAS,SALAWAG,1,0,0,active,Non-Sectarian,Standalone School,True,True,False,,0400000000,Region IV-A (CALABARZON),0402100000,Cavite,0402106000,City of Dasmariñas,0402106011,Salawag,0402106011,psgc_match,U,1st
401886,"AMA Computer College-Malolos, Bulacan",,,no_coords,no_submission,Region III,Region III,Malolos City,BULACAN,CITY OF MALOLOS  (Capital),SUMAPANG MATANDA,0,0,0,active,Non-Sectarian,Standalone School,False,False,True,TVL,0300000000,Region III (Central Luzon),0301400000,Bulacan,0301410000,City of Malolos ,0301410053,Sumapang Matanda,,psgc_no_validation,U,1st
401887,"Blessed Mary Academy, Inc.",14.34955,120.93934,valid,,Region IV-A,Region IV-A,Dasmarinas City,CAVITE,CITY OF DASMARIÑAS,SALITRAN II,1,0,0,active,Non-Sectarian,Standalone School,True,True,False,,0400000000,Region IV-A (CALABARZON),0402100000,Cavite,0402106000,City of Dasmariñas,0402106058,Salitran II,0402106058,psgc_match,U,1st
401888,Blessed School of Salitran,14.33718,120.95241,valid,,Region IV-A,Region IV-A,Dasmarinas City,CAVITE,CITY OF DASMARIÑAS,SANTA LUCIA (SAN JUAN II),1,0,0,active,Sectarian,Standalone School,True,True,False,,0400000000,Region IV-A (CALABARZON),0402100000,Cavite,0402106000,City of Dasmariñas,0402106043,Santa Lucia,0402106043,psgc_match,U,1st
401889,AMA Computer Learning Center of Malolos,14.85077,120.82173,valid,,Region III,Region III,Malolos City,BULACAN,CITY OF MALOLOS  (Capital),SUMAPANG MATANDA,1,1,0,active,Non-Sectarian,Standalone School,False,False,True,"ABM,GAS,TVL",0300000000,Region III (Central Luzon),0301400000,Bulacan,0301410000,City of Malolos ,0301410053,Sumapang Matanda,0301410053,psgc_match,U,1st
401890,Brightways Academy-Guevarra Campus,14.2019985,120.9352285,valid,,Region IV-A,Region IV-A,Dasmarinas City,CAVITE,CITY OF DASMARIÑAS,ZONE I (POB.),0,0,0,active,Non-Sectarian,Standalone School,True,True,False,,0400000000,Region IV-A (CALABARZON),0402100000,Cavite,0402106000,City of Dasmariñas,0402106016,Zone I ,0402102001,psgc_mismatch,U,1st
401892,Brooke's Point Academy,,,no_coords,no_submission,Region IV-A,Region IV-A,Dasmarinas City,CAVITE,CITY OF DASMARIÑAS,PALIPARAN II,0,0,0,active,Non-Sectarian,Standalone School,True,True,False,,0400000000,Region IV-A (CALABARZON),0402100000,Cavite,0402106000,City of Dasmariñas,0402106055,Paliparan II,,psgc_no_validation,U,1st
401899,"Angel of Peace Learning Center of Dasma, Inc.",14.34507,120.98336,valid,,Region IV-A,Region IV-A,Dasmarinas City,CAVITE,CITY OF DASMARIÑAS,SALAWAG,0,0,0,active,Sectarian,Standalone School,True,False,False,,0400000000,Region IV-A (CALABARZON),0402100000,Cavite,0402106000,City of Dasmariñas,0402106011,Salawag,0402106011,psgc_match,U,1st
401900,STI College - Malolos,14.84795,120.82872,valid,,Region III,Region III,Malolos City,BULACAN,CITY OF MALOLOS  (Capital),DAKILA,1,1,0,active,Non-Sectarian,Standalone School,False,False,True,"ABM,HUMSS,STEM,TVL",0300000000,Region III (Central Luzon),0301400000,Bulacan,0301410000,City of Malolos ,0301410014,Dakila,0301410014,psgc_match,U,1st
401901,Children of Mary Academy of Dasmarinas. Inc.,14.35,120.98,suspect,round_coordinates,Region IV-A,Region IV-A,Dasmarinas City,CAVITE,CITY OF DASMARIÑAS,SALAWAG,0,0,0,active,Sectarian,Standalone School,True,False,False,,0400000000,Region IV-A (CALABARZON),0402100000,Cavite,0402106000,City of Dasmariñas,0402106011,Salawag,0402106011,psgc_match,U,1st
401902,ACLC College of Meycauayan,14.72831,120.96187,valid,,Region III,Region III,Meycauayan City,BULACAN,CITY OF MEYCAUAYAN,BANGA,0,1,0,active,Non-Sectarian,Standalone School,False,False,True,"ABM,GAS,HUMSS,TVL",0300000000,Region III (Central Luzon),0301400000,Bulacan,0301412000,City of Meycauayan,0301412004,Banga,0301412004,psgc_match,U,1st
401903,STI College - Meycauayan,14.57929,121.06494,suspect,placeholder_default,Region III,Region III,Meycauayan City,BULACAN,CITY OF MEYCAUAYAN,BANGA,0,1,0,active,Non-Sectarian,Standalone School,False,False,True,"ABM,STEM,TVL",0300000000,Region III (Central Luzon),0301400000,Bulacan,0301412000,City of Meycauayan,0301412004,Banga,1381200013,psgc_mismatch,U,1st
401904,Christ Life Academy Foundation Inc.,,,no_coords,no_submission,Region IV-A,Region IV-A,Dasmarinas City,CAVITE,CITY OF DASMARIÑAS,SAMPALOC IV,0,0,0,active,Non-Sectarian,Standalone School,True,True,False,,0400000000,Region IV-A (CALABARZON),0402100000,Cavite,0402106000,City of Dasmariñas,0402106063,Sampaloc IV,,psgc_no_validation,U,1st
401905,Christ the King College of Cavite - Main,14.324596,120.979169,valid,,Region IV-A,Region IV-A,Dasmarinas City,CAVITE,CITY OF DASMARIÑAS,SALAWAG,1,0,0,active,Non-Sectarian,Mother School,True,True,False,,0400000000,Region IV-A (CALABARZON),0402100000,Cavite,0402106000,City of Dasmariñas,0402106011,Salawag,0402106011,psgc_match,U,1st
401907,"Christar Academy, Inc.",14.3109,120.92784,valid,,Region IV-A,Region IV-A,Dasmarinas City,CAVITE,CITY OF DASMARIÑAS,LANGKAAN II,1,0,0,active,Non-Sectarian,Standalone School,True,True,False,,0400000000,Region IV-A (CALABARZON),0402100000,Cavite,0402106000,City of Dasmariñas,0402106053,Langkaan II,0402106053,psgc_match,U,1st
401909,"Christian Vision School of Dasmariñas, Inc.",,,no_coords,no_submission,Region IV-A,Region IV-A,Dasmarinas City,CAVITE,CITY OF DASMARIÑAS,ZONE II (POB.),0,0,0,active,Non-Sectarian,Standalone School,True,False,False,,0400000000,Region IV-A (CALABARZON),0402100000,Cavite,0402106000,City of Dasmariñas,0402106017,Zone II ,,psgc_no_validation,R,1st
401910,"Christianhood Learning Center, Inc",14.31491,120.95298,valid,,Region IV-A,Region IV-A,Dasmarinas City,CAVITE,CITY OF DASMARIÑAS,SAN AGUSTIN II,0,0,0,active,Non-Sectarian,Standalone School,True,False,False,,0400000000,Region IV-A (CALABARZON),0402100000,Cavite,0402106000,City of Dasmariñas,0402106065,San Agustin II,0402106065,psgc_match,U,1st
401915,Colegio de Salitran,14.57929,121.06494,suspect,placeholder_default,Region IV-A,Region IV-A,Dasmarinas City,CAVITE,CITY OF DASMARIÑAS,SALITRAN III,1,0,0,active,Non-Sectarian,Standalone School,True,True,False,,0400000000,Region IV-A (CALABARZON),0402100000,Cavite,0402106000,City of Dasmariñas,0402106059,Salitran III,1381200013,psgc_mismatch,U,1st
401916,Corinthian Institute of Cavite,14.3257934068169,120.96246939574,valid,,Region IV-A,Region IV-A,Dasmarinas City,CAVITE,CITY OF DASMARIÑAS,BUROL I,1,0,0,active,Non-Sectarian,Standalone School,True,True,False,,0400000000,Region IV-A (CALABARZON),0402100000,Cavite,0402106000,City of Dasmariñas,0402106047,Burol I,0402106047,psgc_match,U,1st
401917,St. Nicholas Academy of Carranglan Inc.,14.57929,121.06494,suspect,placeholder_default,Region III,Region III,Nueva Ecija,NUEVA ECIJA,CARRANGLAN,F. C. OTIC POB. (BGY. II),1,1,0,active,Sectarian,Standalone School,True,True,True,"ABM,GAS",0300000000,Region III (Central Luzon),0304900000,Nueva Ecija,0304905000,Carranglan,0304905053,F. C. Otic Pob.,1381200013,psgc_mismatch,R,1st
401918,Danhill Academy,14.3474,120.9742,valid,,Region IV-A,Region IV-A,Dasmarinas City,CAVITE,CITY OF DASMARIÑAS,SALAWAG,1,0,0,active,Non-Sectarian,Standalone School,True,True,False,,0400000000,Region IV-A (CALABARZON),0402100000,Cavite,0402106000,City of Dasmariñas,0402106011,Salawag,0402106011,psgc_match,U,1st
401919,Dansart Angels Academy,,,no_coords,no_submission,Region IV-A,Region IV-A,Dasmarinas City,CAVITE,CITY OF DASMARIÑAS,BUROL,0,0,0,active,Non-Sectarian,Standalone School,True,True,False,,0400000000,Region IV-A (CALABARZON),0402100000,Cavite,0402106000,City of Dasmariñas,0402106003,Burol,,psgc_no_validation,U,1st
401925,Disciples Learning Academy of Dasmariñas Inc.,14.35494,120.92391,valid,,Region IV-A,Region IV-A,Dasmarinas City,CAVITE,CITY OF DASMARIÑAS,SABANG,0,0,0,active,Non-Sectarian,Standalone School,True,False,False,,0400000000,Region IV-A (CALABARZON),0402100000,Cavite,0402106000,City of Dasmariñas,0402106010,Sabang,0402109068,psgc_mismatch,U,1st
401926,"Lyceum Subic Bay, Inc.",14.78,120.28,suspect,round_coordinates,Region III,Region III,Olongapo City,ZAMBALES,OLONGAPO CITY,WEST TAPINAC,0,1,0,active,Sectarian,Standalone School,True,True,True,"ABM,GAS,HUMSS,STEM,TVL",0300000000,Region III (Central Luzon),0331400000,City of Olongapo,0331400000,City of Olongapo,0331400020,West Tapinac,,psgc_no_validation,U,1st
401928,Mondriaan Aura College,14.82554,120.27743,valid,,Region III,Region III,Olongapo City,ZAMBALES,OLONGAPO CITY,,0,1,0,active,Non-Sectarian,Standalone School,False,False,True,"ABM,Arts and Design,GAS,HUMSS,STEM,TVL",0300000000,Region III (Central Luzon),0331400000,City of Olongapo,0331400000,City of Olongapo,,,0331400021,psgc_no_validation,,1st
401929,"St. Benilde Center for Global Competence, Inc. ",14.84478,120.29036,valid,,Region III,Region III,Olongapo City,ZAMBALES,OLONGAPO CITY,EAST TAPINAC,0,1,1,active,Non-Sectarian,Standalone School,False,False,True,"ABM,GAS,HUMSS,TVL",0300000000,Region III (Central Luzon),0331400000,City of Olongapo,0331400000,City of Olongapo,0331400006,East Tapinac,0331400019,psgc_mismatch,U,1st
401931,"Family Life Learning Academy, Inc.",,,no_coords,no_submission,Region IV-A,Region IV-A,Dasmarinas City,CAVITE,CITY OF DASMARIÑAS,SAMPALOC IV,0,0,0,active,Non-Sectarian,Standalone School,True,False,False,,0400000000,Region IV-A (CALABARZON),0402100000,Cavite,0402106000,City of Dasmariñas,0402106063,Sampaloc IV,,psgc_no_validation,U,1st
401936,Eastwoods International Institute of Science and Technology-Guagua,,,no_coords,no_submission,Region III,Region III,Pampanga,PAMPANGA,GUAGUA,PLAZA BURGOS (POB.),0,0,0,active,Non-Sectarian,Standalone School,False,False,True,TVL,0300000000,Region III (Central Luzon),0305400000,Pampanga,0305407000,Guagua,0305407009,Plaza Burgos ,,psgc_no_validation,U,1st
401937,Magalang Institute Corporation,,,no_coords,no_submission,Region III,Region III,Pampanga,PAMPANGA,MAGALANG,SAN NICOLAS 2ND,0,0,0,active,Sectarian,Standalone School,False,False,True,"ABM,HUMSS",0300000000,Region III (Central Luzon),0305400000,Pampanga,0305411000,Magalang,0305411014,San Nicolas 2nd,,psgc_no_validation,R,1st
401938,God the Almighty Academy,,,no_coords,invalid,Region IV-A,Region IV-A,Dasmarinas City,CAVITE,CITY OF DASMARIÑAS,BUROL I,1,0,0,active,Non-Sectarian,Standalone School,True,True,False,,0400000000,Region IV-A (CALABARZON),0402100000,Cavite,0402106000,City of Dasmariñas,0402106047,Burol I,,psgc_no_validation,U,1st
401939,Mary the Queen College (Pampanga)Inc.,14.984105,120.622227,valid,,Region III,Region III,Pampanga,PAMPANGA,GUAGUA,SAN MATIAS,0,1,0,active,Sectarian,Standalone School,False,True,True,"ABM,GAS,HUMSS,STEM,TVL",0300000000,Region III (Central Luzon),0305400000,Pampanga,0305407000,Guagua,0305407018,San Matias,0305407018,psgc_match,U,1st
401943,Santa Rita College of Pampanga,14.9993814396646,120.61828635876,valid,,Region III,Region III,Pampanga,PAMPANGA,SANTA RITA,SAN JOSE (POB.),1,1,0,active,Non-Sectarian,Standalone School,False,False,True,"ABM,GAS,HUMSS,STEM,TVL",0300000000,Region III (Central Luzon),0305400000,Pampanga,0305420000,Santa Rita,0305420006,San Jose ,0305420006,psgc_match,U,2nd
401944,Somascan Fathers Seminary,,,no_coords,no_submission,Region III,Region III,Pampanga,PAMPANGA,LUBAO,SANTO NIÑO (PRADO ARUBA),0,0,0,active,Sectarian,Standalone School,False,False,True,HUMSS,0300000000,Region III (Central Luzon),0305400000,Pampanga,0305408000,Lubao,0305408044,Santo Niño,,psgc_no_validation,R,1st
401945,"AMA Computer College-San Fernando, Pampanga",15.0018348,120.6717499,valid,,Region III,Region III,San Fernando City,PAMPANGA,CITY OF SAN FERNANDO (Capital),SANTO ROSARIO (POB.),0,0,0,active,Non-Sectarian,Standalone School,False,False,True,"GAS,HUMSS,STEM,TVL",0300000000,Region III (Central Luzon),0305400000,Pampanga,0305416000,City of San Fernando ,0305416021,Santo Rosario ,0305404002,psgc_mismatch,U,1st
401946,Grace Baptist Academy of Dasmariñas Inc.,14.3234,120.964185,valid,,Region IV-A,Region IV-A,Dasmarinas City,CAVITE,CITY OF DASMARIÑAS,SANTA FE,0,0,0,active,Non-Sectarian,Standalone School,True,True,False,,0400000000,Region IV-A (CALABARZON),0402100000,Cavite,0402106000,City of Dasmariñas,0402106042,Santa Fe,0402106048,psgc_mismatch,U,1st
401947,Grace Horizon Grade School,,,no_coords,invalid,Region IV-A,Region IV-A,Dasmarinas City,CAVITE,CITY OF DASMARIÑAS,SALAWAG,1,0,0,active,Non-Sectarian,Standalone School,True,False,False,,0400000000,Region IV-A (CALABARZON),0402100000,Cavite,0402106000,City of Dasmariñas,0402106011,Salawag,,psgc_no_validation,U,1st
401949,Glenridge School Corporation,,,no_coords,no_submission,Region IV-A,Region IV-A,Dasmarinas City,CAVITE,CITY OF DASMARIÑAS,SALITRAN IV,0,0,0,active,Non-Sectarian,Standalone School,True,True,False,,0400000000,Region IV-A (CALABARZON),0402100000,Cavite,0402106000,City of Dasmariñas,0402106060,Salitran IV,,psgc_no_validation,U,1st
401951,"Central Luzon College of Science and Technology, Incorporation (CELTECH COLLEGE)",15.03078,120.68897,valid,,Region III,Region III,San Fernando City,PAMPANGA,CITY OF SAN FERNANDO (Capital),LOURDES,0,1,0,active,Sectarian,Standalone School,False,False,True,"ABM,HUMSS,Maritime,STEM",0300000000,Region III (Central Luzon),0305400000,Pampanga,0305416000,City of San Fernando ,0305416013,Lourdes,0305416013,psgc_match,R,1st
401953,Holy Blessing Montessori International School,,,no_coords,invalid,Region IV-A,Region IV-A,Dasmarinas City,CAVITE,CITY OF DASMARIÑAS,SALITRAN III,0,0,0,active,Non-Sectarian,Standalone School,True,False,False,,0400000000,Region IV-A (CALABARZON),0402100000,Cavite,0402106000,City of Dasmariñas,0402106059,Salitran III,,psgc_no_validation,U,1st
401954,"Holy Child Jesus Montessori School of Dasma, Inc.",14.32045,120.93775,valid,,Region IV-A,Region IV-A,Dasmarinas City,CAVITE,CITY OF DASMARIÑAS,SAN AGUSTIN III,1,0,0,active,Non-Sectarian,Standalone School,True,True,False,,0400000000,Region IV-A (CALABARZON),0402100000,Cavite,0402106000,City of Dasmariñas,0402106066,San Agustin III,0402106066,psgc_match,U,1st
401956,Holy Redeemer School,14.320569,120.992315,valid,,Region IV-A,Region IV-A,Dasmarinas City,CAVITE,CITY OF DASMARIÑAS,PALIPARAN III,1,1,0,active,Non-Sectarian,Standalone School,True,True,True,"GAS,HUMSS,TVL",0400000000,Region IV-A (CALABARZON),0402100000,Cavite,0402106000,City of Dasmariñas,0402106056,Paliparan III,0402106056,psgc_match,U,1st
401957,College of Our Lady of Mt. Carmel-Pampanga,15.096875,120.623809,valid,,Region III,Region III,San Fernando City,PAMPANGA,CITY OF SAN FERNANDO (Capital),SAGUIN,0,1,0,active,Sectarian,Standalone School,False,False,True,"STEM,TVL",0300000000,Region III (Central Luzon),0305400000,Pampanga,0305416000,City of San Fernando ,0305416023,Saguin,0305416023,psgc_match,U,1st
